Locutor,texto_procesado,Sarcasmo,matches,corrections,corrected,tokens,lemma,pos,sents,ner,token_count,unique_token_count,nostop_count,sent_count,ner_count,comma,question,exclamation,quotation,organization,caps,person,location,money,time,date,percent,noun,adj,pron,verb,cconj,adv,det,propn,num,part,intj,processed_text,Variable,Variable,Variable
randy,"Oh, sí soy el que inventó el sarcasmobol. No hay manera de que sepa cómo entrenarlos",1,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['sarcasmo bol'], 'offsetInContext': 29, 'context': 'Oh, sí soy el que inventó el sarcasmobol. No hay manera de que sepa cómo entrena...', 'offset': 29, 'errorLength': 11, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Oh, sí soy el que inventó el sarcasmobol.'})]",1,"Oh, sí soy el que inventó el sarcasmo bol. No hay manera de que sepa cómo entrenarlos","['Oh', ',', 'sí', 'soy', 'el', 'que', 'inventó', 'el', 'sarcasmo', 'bol', '.', 'No', 'hay', 'manera', 'de', 'que', 'sepa', 'cómo', 'entrenarlos']","['oh', ',', 'sí', 'ser', 'el', 'que', 'inventar', 'el', 'sarcasmo', 'bol', '.', 'no', 'haber', 'manera', 'de', 'que', 'saber', 'cómo', 'entrenar él']","['INTJ', 'PUNCT', 'INTJ', 'AUX', 'DET', 'PRON', 'VERB', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'ADV', 'AUX', 'NOUN', 'ADP', 'SCONJ', 'VERB', 'PRON', 'VERB']","['Oh, sí soy el que inventó el sarcasmo bol.', 'No hay manera de que sepa cómo entrenarlos']",['No hay manera de que sepa cómo entrenarlos'],19,17,9,2,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,1,2,0,0,0,2,sarcasmo haber saber,,,
abuelo,"Ves eso, Villy? Es una esmeralda en oro de cuatorce quilates. Crees que le gustaría algo así a tu hermanita?",0,"[Match({'ruleId': 'ES_QUESTION_MARK', 'message': 'Símbolo desparejado: Parece que falta un ‘¿’', 'replacements': ['¿Ves'], 'offsetInContext': 0, 'context': 'Ves eso, Villy? Es una esmeralda en oro de ...', 'offset': 0, 'errorLength': 3, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'Ves eso, Villy?'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Villi', 'Villa', 'Billy', 'Fiyi', 'Lilly'], 'offsetInContext': 9, 'context': 'Ves eso, Villy? Es una esmeralda en oro de cuatorce qu...', 'offset': 9, 'errorLength': 5, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Ves eso, Villy?'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['catorce'], 'offsetInContext': 43, 'context': '... eso, Villy? Es una esmeralda en oro de cuatorce quilates. Crees que le gustaría algo as...', 'offset': 43, 'errorLength': 8, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Es una esmeralda en oro de cuatorce quilates.'}), Match({'ruleId': 'ES_QUESTION_MARK', 'message': 'Símbolo desparejado: Parece que falta un ‘¿’', 'replacements': ['¿Crees'], 'offsetInContext': 43, 'context': '... esmeralda en oro de cuatorce quilates. Crees que le gustaría algo así a tu hermanita...', 'offset': 62, 'errorLength': 5, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'Crees que le gustaría algo así a tu hermanita?'})]",4,"¿Ves eso, Villi? Es una esmeralda en oro de catorce quilates. ¿Crees que le gustaría algo así a tu hermanita?","['¿', 'Ves', 'eso', ',', 'Villi', '?', 'Es', 'una', 'esmeralda', 'en', 'oro', 'de', 'catorce', 'quilates', '.', '¿', 'Crees', 'que', 'le', 'gustaría', 'algo', 'así', 'a', 'tu', 'hermanita', '?']","['¿', 'ver', 'ese', ',', 'Villi', '?', 'ser', 'uno', 'esmeralda', 'en', 'oro', 'de', 'catorce', 'quilate', '.', '¿', 'crees', 'que', 'él', 'gustar', 'algo', 'así', 'a', 'tu', 'hermanita', '?']","['PUNCT', 'VERB', 'PRON', 'PUNCT', 'PROPN', 'PUNCT', 'AUX', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NUM', 'NOUN', 'PUNCT', 'PUNCT', 'VERB', 'SCONJ', 'PRON', 'VERB', 'PRON', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT']","['¿Ves eso, Villi?', 'Es una esmeralda en oro de catorce quilates.', '¿Crees que le gustaría algo así a tu hermanita?']","['¿Ves eso', 'Villi']",26,24,16,3,2,1,2,0,0,0,0,0,0,0,0,0,0,4,0,3,3,0,1,2,1,1,0,0,catorce gustar,,,
criminal,Sí ya la tengo. Qué bien!,0,"[Match({'ruleId': 'ES_QUESTION_MARK', 'message': 'Símbolo desparejado: Parece que falta un ‘¡’', 'replacements': ['¡Qué'], 'offsetInContext': 16, 'context': 'Sí ya la tengo. Qué bien!', 'offset': 16, 'errorLength': 3, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'Qué bien!'})]",1,Sí ya la tengo. ¡Qué bien!,"['Sí', 'ya', 'la', 'tengo', '.', '¡', 'Qué', 'bien', '!']","['sí', 'ya', 'él', 'tener', '.', '¡', 'qué', 'bien', '!']","['INTJ', 'ADV', 'PRON', 'VERB', 'PUNCT', 'PUNCT', 'DET', 'ADV', 'PUNCT']","['Sí ya la tengo.', '¡Qué bien!']",[],9,9,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,0,1,,,,
criminal,Esos tíos. Qué imbéciles! No?,0,"[Match({'ruleId': 'ES_QUESTION_MARK', 'message': 'Símbolo desparejado: Parece que falta un ‘¡’', 'replacements': ['¡Qué'], 'offsetInContext': 11, 'context': 'Esos tíos. Qué imbéciles! No?', 'offset': 11, 'errorLength': 3, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'Qué imbéciles!'}), Match({'ruleId': 'ES_QUESTION_MARK', 'message': 'Símbolo desparejado: Parece que falta un ‘¿’', 'replacements': ['¿No'], 'offsetInContext': 26, 'context': 'Esos tíos. Qué imbéciles! No?', 'offset': 26, 'errorLength': 2, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'No?'})]",2,Esos tíos. ¡Qué imbéciles! ¿No?,"['Esos', 'tíos', '.', '¡', 'Qué', 'imbéciles', '!', '¿', 'No', '?']","['ese', 'tío', '.', '¡', 'qué', 'imbécil', '!', '¿', 'no', '?']","['DET', 'NOUN', 'PUNCT', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'ADV', 'PUNCT']","['Esos tíos.', '¡Qué imbéciles! ¿No?']",[],10,10,10,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,,,,
cheryl,Parece que quiere ocultarlo,0,[],0,Parece que quiere ocultarlo,"['Parece', 'que', 'quiere', 'ocultarlo']","['parecer', 'que', 'querer', 'ocultar él']","['VERB', 'SCONJ', 'VERB', 'VERB']",['Parece que quiere ocultarlo'],[],4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,parecer querer,,,
krieger,Es de Paquistán?,0,"[Match({'ruleId': 'ES_QUESTION_MARK', 'message': 'Símbolo desparejado: Parece que falta un ‘¿’', 'replacements': ['¿Es'], 'offsetInContext': 0, 'context': 'Es de Paquistán?', 'offset': 0, 'errorLength': 2, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'Es de Paquistán?'}), Match({'ruleId': 'ES_SIMPLE_REPLACE_SIMPLE_PAQUISTÁN', 'message': '¿Quería decir «Pakistán»?', 'replacements': ['Pakistán'], 'offsetInContext': 6, 'context': 'Es de Paquistán?', 'offset': 6, 'errorLength': 9, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Es de Paquistán?'})]",2,¿Es de Pakistán?,"['¿', 'Es', 'de', 'Pakistán', '?']","['¿', 'ser', 'de', 'Pakistán', '?']","['PUNCT', 'AUX', 'ADP', 'PROPN', 'PUNCT']",['¿Es de Pakistán?'],"['¿', 'Pakistán']",5,5,4,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,
malory,Lo dije,0,[],0,Lo dije,"['Lo', 'dije']","['él', 'decir']","['PRON', 'VERB']",['Lo dije'],[],2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,decir,,,
conway,No me jodas,0,[],0,No me jodas,"['No', 'me', 'jodas']","['no', 'yo', 'jodas']","['ADV', 'PRON', 'VERB']",['No me jodas'],[],3,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,,,,
lana,"Esta bolsa es de ropa, esa de pañales, en la nevera hay leche materna que excuso de tí",0,"[Match({'ruleId': 'MONOSILABOS', 'message': 'Según las normas ortográficas actuales, los monosílabos no llevan tilde.', 'replacements': ['ti'], 'offsetInContext': 43, 'context': '... nevera hay leche materna que excuso de tí', 'offset': 84, 'errorLength': 2, 'category': 'CAMBIOS_NORMA', 'ruleIssueType': 'uncategorized', 'sentence': 'Esta bolsa es de ropa, esa de pañales, en la nevera hay leche materna que excuso de tí'})]",1,"Esta bolsa es de ropa, esa de pañales, en la nevera hay leche materna que excuso de ti","['Esta', 'bolsa', 'es', 'de', 'ropa', ',', 'esa', 'de', 'pañales', ',', 'en', 'la', 'nevera', 'hay', 'leche', 'materna', 'que', 'excuso', 'de', 'ti']","['este', 'bolsa', 'ser', 'de', 'ropa', ',', 'ese', 'de', 'pañal', ',', 'en', 'el', 'nevera', 'haber', 'leche', 'materno', 'que', 'excusar', 'de', 'tú']","['DET', 'NOUN', 'AUX', 'ADP', 'NOUN', 'PUNCT', 'PRON', 'ADP', 'NOUN', 'PUNCT', 'ADP', 'DET', 'NOUN', 'AUX', 'NOUN', 'ADJ', 'PRON', 'VERB', 'ADP', 'PRON']","['Esta bolsa es de ropa, esa de pañales, en la nevera hay leche materna que excuso de ti']",[],20,17,10,1,0,2,0,0,0,0,0,0,0,0,0,0,0,5,1,3,1,0,0,2,0,0,0,0,haber leche,,,
lana,Mira,0,[],0,Mira,['Mira'],['mirar'],['VERB'],['Mira'],['Mira'],1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,mirar,,,
conway,"Sí, sí, la mamá, no él jodía",0,[],0,"Sí, sí, la mamá, no él jodía","['Sí', ',', 'sí', ',', 'la', 'mamá', ',', 'no', 'él', 'jodía']","['sí', ',', 'sí', ',', 'el', 'mamá', ',', 'no', 'él', 'jodir']","['INTJ', 'PUNCT', 'INTJ', 'PUNCT', 'DET', 'NOUN', 'PUNCT', 'ADV', 'PRON', 'VERB']","['Sí, sí, la mamá, no él jodía']",[],10,8,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,2,,,,
butters,"Y luego cuando intenten agradecernos por los clavos, les decirémos que no se agradezca porque hicimos lo correcto, y luego les sonreirémos",0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['decoremos', 'deliremos'], 'offsetInContext': 43, 'context': '...tenten agradecernos por los clavos, les decirémos que no se agradezca porque hicimos lo c...', 'offset': 57, 'errorLength': 9, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Y luego cuando intenten agradecernos por los clavos, les decirémos que no se agradezca porque hicimos lo correcto, y luego les sonreirémos'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['sonreiremos', 'sofreiremos', 'sonreiré mos'], 'offsetInContext': 43, 'context': '...porque hicimos lo correcto, y luego les sonreirémos', 'offset': 127, 'errorLength': 11, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Y luego cuando intenten agradecernos por los clavos, les decirémos que no se agradezca porque hicimos lo correcto, y luego les sonreirémos'})]",2,"Y luego cuando intenten agradecernos por los clavos, les decoremos que no se agradezca porque hicimos lo correcto, y luego les sonreiremos","['Y', 'luego', 'cuando', 'intenten', 'agradecernos', 'por', 'los', 'clavos', ',', 'les', 'decoremos', 'que', 'no', 'se', 'agradezca', 'porque', 'hicimos', 'lo', 'correcto', ',', 'y', 'luego', 'les', 'sonreiremos']","['y', 'luego', 'cuando', 'intentar', 'agradecer yo', 'por', 'el', 'clavo', ',', 'él', 'decoremos', 'que', 'no', 'él', 'agradecer', 'porque', 'hacer', 'él', 'correcto', ',', 'y', 'luego', 'él', 'sonreirer']","['CCONJ', 'ADV', 'SCONJ', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PRON', 'VERB', 'SCONJ', 'ADV', 'PRON', 'VERB', 'SCONJ', 'VERB', 'PRON', 'ADJ', 'PUNCT', 'CCONJ', 'ADV', 'PRON', 'VERB']","['Y luego cuando intenten agradecernos por los clavos, les decoremos que no se agradezca porque hicimos lo correcto, y luego les sonreiremos']",[],24,21,11,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,2,3,1,0,0,0,0,luego cuando intentar porque hacer luego,,,
sujeto de comprar oro 4,"Así es, quien lo rimó, nos timó",0,[],0,"Así es, quien lo rimó, nos timó","['Así', 'es', ',', 'quien', 'lo', 'rimó', ',', 'nos', 'timó']","['así', 'ser', ',', 'quien', 'él', 'rimó', ',', 'yo', 'timó']","['ADV', 'AUX', 'PUNCT', 'PRON', 'PRON', 'PROPN', 'PUNCT', 'PRON', 'VERB']","['Así es, quien lo rimó, nos timó']",[],9,8,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0,0,quien,,,
stan,"Tiene idea de como se sentiría comenzar a perder sus recuerdos? No, porque ninguno de sus familiares está sufriendo de alzheimer, pues yo sí",0,"[Match({'ruleId': 'ES_QUESTION_MARK', 'message': 'Símbolo desparejado: Parece que falta un ‘¿’', 'replacements': ['¿Tiene'], 'offsetInContext': 0, 'context': 'Tiene idea de como se sentiría comenzar a per...', 'offset': 0, 'errorLength': 5, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'Tiene idea de como se sentiría comenzar a perder sus recuerdos?'}), Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Alzheimer', 'alzhéimer', 'alzhéimeres'], 'offsetInContext': 43, 'context': '...uno de sus familiares está sufriendo de alzheimer, pues yo sí', 'offset': 119, 'errorLength': 9, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'No, porque ninguno de sus familiares está sufriendo de alzheimer, pues yo sí'})]",2,"¿Tiene idea de como se sentiría comenzar a perder sus recuerdos? No, porque ninguno de sus familiares está sufriendo de Alzheimer, pues yo sí","['¿', 'Tiene', 'idea', 'de', 'como', 'se', 'sentiría', 'comenzar', 'a', 'perder', 'sus', 'recuerdos', '?', 'No', ',', 'porque', 'ninguno', 'de', 'sus', 'familiares', 'está', 'sufriendo', 'de', 'Alzheimer', ',', 'pues', 'yo', 'sí']","['¿', 'tener', 'idea', 'de', 'como', 'él', 'sentir', 'comenzar', 'a', 'perder', 'su', 'recuerdo', '?', 'no', ',', 'porque', 'ninguno', 'de', 'su', 'familiar', 'estar', 'sufrir', 'de', 'Alzheimer', ',', 'pues', 'yo', 'sí']","['PUNCT', 'VERB', 'NOUN', 'ADP', 'SCONJ', 'PRON', 'VERB', 'VERB', 'ADP', 'VERB', 'DET', 'NOUN', 'PUNCT', 'ADV', 'PUNCT', 'SCONJ', 'PRON', 'ADP', 'DET', 'NOUN', 'AUX', 'VERB', 'ADP', 'PROPN', 'PUNCT', 'SCONJ', 'PRON', 'INTJ']","['¿Tiene idea de como se sentiría comenzar a perder sus recuerdos?', 'No, porque ninguno de sus familiares está sufriendo de Alzheimer, pues yo sí']","['¿', 'No', 'Alzheimer']",28,24,14,2,3,2,1,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,1,2,1,0,0,1,sentir porque estar,,,
archer,Qué? Por qué?,0,"[Match({'ruleId': 'ES_QUESTION_MARK', 'message': 'Símbolo desparejado: Parece que falta un ‘¿’', 'replacements': ['¿Qué'], 'offsetInContext': 0, 'context': 'Qué? Por qué?', 'offset': 0, 'errorLength': 3, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'Qué?'}), Match({'ruleId': 'ES_QUESTION_MARK', 'message': 'Símbolo desparejado: Parece que falta un ‘¿’', 'replacements': ['¿Por'], 'offsetInContext': 5, 'context': 'Qué? Por qué?', 'offset': 5, 'errorLength': 3, 'category': 'TYPOGRAPHY', 'ruleIssueType': 'typographical', 'sentence': 'Por qué?'})]",2,¿Qué? ¿Por qué?,"['¿', 'Qué', '?', '¿', 'Por', 'qué', '?']","['¿', 'qué', '?', '¿', 'Por', 'qué', '?']","['PUNCT', 'PRON', 'PUNCT', 'PUNCT', 'ADP', 'PRON', 'PUNCT']","['¿Qué?', '¿Por qué?']",[],7,5,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,¿que?,,,
lana,Desde luego estás conmocionado,0,[],0,Desde luego estás conmocionado,"['Desde', 'luego', 'estás', 'conmocionado']","['desde', 'luego', 'estar', 'conmocionado']","['NOUN', 'ADV', 'AUX', 'ADJ']",['Desde luego estás conmocionado'],[],4,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,luego estar,,,
pam,"Oye, oye, venga, seguro que, esperad, que no has secuestrado al bebé. ¿Pero de verdad en la buena?",0,[],0,"Oye, oye, venga, seguro que, esperad, que no has secuestrado al bebé. ¿Pero de verdad en la buena?","['Oye', ',', 'oye', ',', 'venga', ',', 'seguro', 'que', ',', 'esperad', ',', 'que', 'no', 'has', 'secuestrado', 'al', 'bebé', '.', '¿', 'Pero', 'de', 'verdad', 'en', 'la', 'buena', '?']","['oír', ',', 'oir', ',', 'venir', ',', 'seguro', 'que', ',', 'esperad', ',', 'que', 'no', 'haber', 'secuestrar', 'al', 'bebé', '.', '¿', 'Pero', 'de', 'verdad', 'en', 'el', 'buen', '?']","['VERB', 'PUNCT', 'VERB', 'PUNCT', 'VERB', 'PUNCT', 'ADV', 'SCONJ', 'PUNCT', 'INTJ', 'PUNCT', 'SCONJ', 'ADV', 'AUX', 'VERB', 'ADP', 'NOUN', 'PUNCT', 'PUNCT', 'CCONJ', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'PUNCT']","['Oye, oye, venga, seguro que, esperad, que no has secuestrado al bebé.', '¿Pero de verdad en la buena?']",['Oye'],26,21,17,2,1,5,1,0,0,0,0,0,0,0,0,0,0,2,1,0,4,1,2,1,0,0,0,1,seguro haber verdad,,,
archer,"No señor Archer, ni hablar, no hasta que me lleve a la sede de ISIS para que pueda acceder al ordenador central",0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['Archero', 'Árchez'], 'offsetInContext': 9, 'context': 'No señor Archer, ni hablar, no hasta que me lleve a la ...', 'offset': 9, 'errorLength': 6, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'No señor Archer, ni hablar, no hasta que me lleve a la sede de ISIS para que pueda acceder al ordenador central'})]",1,"No señor Archero, ni hablar, no hasta que me lleve a la sede de ISIS para que pueda acceder al ordenador central","['No', 'señor', 'Archero', ',', 'ni', 'hablar', ',', 'no', 'hasta', 'que', 'me', 'lleve', 'a', 'la', 'sede', 'de', 'ISIS', 'para', 'que', 'pueda', 'acceder', 'al', 'ordenador', 'central']","['no', 'señor', 'Archero', ',', 'ni', 'hablar', ',', 'no', 'hasta', 'que', 'yo', 'llevar', 'a', 'el', 'sede', 'de', 'ISIS', 'para', 'que', 'poder', 'acceder', 'al', 'ordenador', 'central']","['ADV', 'NOUN', 'PROPN', 'PUNCT', 'CCONJ', 'VERB', 'PUNCT', 'ADV', 'ADP', 'SCONJ', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'PROPN', 'ADP', 'SCONJ', 'AUX', 'VERB', 'ADP', 'NOUN', 'ADJ']","['No señor Archero, ni hablar, no hasta que me lleve a la sede de ISIS para que pueda acceder al ordenador central']","['Archero', 'ISIS']",24,22,12,1,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,1,2,1,2,0,0,0,"señor archero, hasta llevar poder",,,
krieger,"Para, estáte quieto, para",0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['estate', 'estante', 'estaré', 'estacte', 'estafe', 'estafé', 'estale', 'estame', 'estarte', 'estañe', 'estañé', 'estete', 'gestate', 'géstate', 'restate', 'réstate', 'testate', 'téstate', 'está te'], 'offsetInContext': 6, 'context': 'Para, estáte quieto, para', 'offset': 6, 'errorLength': 6, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Para, estáte quieto, para'})]",1,"Para, estate quieto, para","['Para', ',', 'estate', 'quieto', ',', 'para']","['para', ',', 'estate', 'quieto', ',', 'para']","['ADP', 'PUNCT', 'PROPN', 'PROPN', 'PUNCT', 'ADP']","['Para, estate quieto, para']",[],6,5,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,,,,
lana,Vamos a hablar de beber tres litros de mexicanos negors antes de conducir con tu hija y un actuante dentro,0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['negros', 'nejos'], 'offsetInContext': 43, 'context': '...ablar de beber tres litros de mexicanos negors antes de conducir con tu hija y un actu...', 'offset': 49, 'errorLength': 6, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': 'Vamos a hablar de beber tres litros de mexicanos negors antes de conducir con tu hija y un actuante dentro'})]",1,Vamos a hablar de beber tres litros de mexicanos negros antes de conducir con tu hija y un actuante dentro,"['Vamos', 'a', 'hablar', 'de', 'beber', 'tres', 'litros', 'de', 'mexicanos', 'negros', 'antes', 'de', 'conducir', 'con', 'tu', 'hija', 'y', 'un', 'actuante', 'dentro']","['ir', 'a', 'hablar', 'de', 'beber', 'tres', 'litro', 'de', 'mexicano', 'negro', 'antes', 'de', 'conducir', 'con', 'tu', 'hija', 'y', 'uno', 'actuante', 'dentro']","['AUX', 'ADP', 'VERB', 'ADP', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADV', 'ADP', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'DET', 'ADJ', 'ADV']",['Vamos a hablar de beber tres litros de mexicanos negros antes de conducir con tu hija y un actuante dentro'],[],20,18,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,3,1,2,2,0,1,0,0,hablar beber antes,,,
archer,"Detrás de la barra, deja de gritar",0,[],0,"Detrás de la barra, deja de gritar","['Detrás', 'de', 'la', 'barra', ',', 'deja', 'de', 'gritar']","['detrás', 'de', 'el', 'barra', ',', 'dejar', 'de', 'gritar']","['ADV', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'ADP', 'VERB']","['Detrás de la barra, deja de gritar']",[],8,7,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,0,0,0,dejar,,,
criminal,"No, gracias, no debería",0,[],0,"No, gracias, no debería","['No', ',', 'gracias', ',', 'no', 'debería']","['no', ',', 'gracias', ',', 'no', 'deber']","['ADV', 'PUNCT', 'INTJ', 'PUNCT', 'ADV', 'AUX']","['No, gracias, no debería']",[],6,5,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,deber,,,
conway,¿Y por qué tú y yo no nos líamos la última vez que trabajamos juntos?,0,"[Match({'ruleId': 'MORFOLOGIK_RULE_ES', 'message': 'Se ha encontrado un posible error ortográfico.', 'replacements': ['liamos', 'limos', 'fiamos', 'leamos', 'liados', 'leíamos', 'libamos', 'ligamos', 'oíamos', 'riamos', 'aliamos', 'lialos', 'lianos', 'liaos', 'liaros', 'liemos', 'lijamos', 'limamos', 'limaos', 'loamos', 'líalos', 'líanos', 'olíamos', 'piamos', 'lía mos'], 'offsetInContext': 26, 'context': '¿Y por qué tú y yo no nos líamos la última vez que trabajamos juntos?', 'offset': 26, 'errorLength': 6, 'category': 'TYPOS', 'ruleIssueType': 'misspelling', 'sentence': '¿Y por qué tú y yo no nos líamos la última vez que trabajamos juntos?'})]",1,¿Y por qué tú y yo no nos liamos la última vez que trabajamos juntos?,"['¿', 'Y', 'por', 'qué', 'tú', 'y', 'yo', 'no', 'nos', 'liamos', 'la', 'última', 'vez', 'que', 'trabajamos', 'juntos', '?']","['¿', 'Y', 'por', 'qué', 'tú', 'y', 'yo', 'no', 'yo', 'liar', 'el', 'último', 'vez', 'que', 'trabajar', 'junto', '?']","['PUNCT', 'CCONJ', 'ADP', 'PRON', 'PRON', 'CCONJ', 'PRON', 'ADV', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'PRON', 'VERB', 'ADJ', 'PUNCT']",['¿Y por qué tú y yo no nos liamos la última vez que trabajamos juntos?'],['¿'],17,17,6,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,5,2,2,1,1,0,0,0,0,,,,
todos,¡Sterling!,0,[],0,¡Sterling!,"['¡', 'Sterling', '!']","['¡', 'Sterling', '!']","['PUNCT', 'PROPN', 'PUNCT']",['¡Sterling!'],['Sterling'],3,3,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,
